"kNN3" "kNN4" "kNN5" "kNN6" "kNN7" "kNN8" "kNN9" "kNN10" "kNN20" "kNN30" "kNN40" "kNN50"
"Ccdc22" 9.14226559908297 9.18639262681226 9.22066718472763 9.24627977845978 9.26610279685022 9.2883987622989 9.30425203566513 9.31938186739908 9.42303339221017 9.48547592824599 9.53168522125883 9.56876786322363
"Ccdc23" 9.60313045842276 9.62411239047569 9.64050028748294 9.65238359455888 9.66122323543542 9.67143310905093 9.67956484359206 9.68734179030111 9.7347693669084 9.76111662721015 9.77982256145719 9.79528831565272
"Ccdc25" 9.58083409145007 9.60462303610193 9.62346845695122 9.63780423706299 9.64916762851563 9.66096131793976 9.66997605475885 9.67793277762451 9.73400385645892 9.76750389265574 9.79217493654526 9.81234847177718
"Ccdc28a" 9.64182330577825 9.66147225316069 9.67647152736216 9.68728801521432 9.69538824221519 9.70456735535702 9.71146426493412 9.71797096884361 9.75894494824164 9.78153869457682 9.7975869594258 9.81069839423634
"Ccdc28b" 9.44483614768194 9.4741157568989 9.49557072489495 9.51204820459539 9.52447850714886 9.53822237132421 9.548952455487 9.55891134522836 9.6256634535422 9.66576899394189 9.69566697373019 9.72077243500916
"Ccdc3" 9.84781252531905 9.86102003773827 9.86962597285579 9.87445009844141 9.87918302020274 9.88405719594628 9.88803364751447 9.89164389045419 9.91526129953242 9.92922112418193 9.93951349753209 9.94788146647733
"Ccdc30" 9.41320016438345 9.45259848878784 9.47875621307285 9.50012727406412 9.51391546723895 9.53280918001997 9.54558995536439 9.55942329381572 9.63230147115076 9.67584847281394 9.70505277758344 9.72951919671873
"Ccdc32" 9.58063770187146 9.60175070520428 9.61859014799106 9.63130377355682 9.64049434269819 9.65093903176582 9.65931086548991 9.66677817115924 9.71794519220973 9.74800311574296 9.76985919898856 9.78760765490741
"Ccdc34" 8.6650790611368 8.74113374155158 8.79885458094765 8.84397552977608 8.87960369783663 8.91395625718867 8.93992350536584 8.96355131629763 9.1325220868715 9.23558336751497 9.31487997062134 9.38076962731358
"Ccdc36" 9.17972192288715 9.22032707014164 9.25412079328591 9.28049447572546 9.30089100425578 9.32672892114184 9.34092218880594 9.35247629947951 9.43828691724737 9.48925631610751 9.52485292469648 9.55798305632674
"Ccdc37" 9.58781405845626 9.61764117693665 9.64133374491085 9.65581014881396 9.66979004735616 9.68359027730116 9.69364666529982 9.70163167049349 9.75469534559658 9.7845711772714 9.80662531575303 9.82451141188972
"Ccdc38" 9.66600507955713 9.68441557095411 9.69911532288523 9.7102573244688 9.71765910113478 9.72673044151246 9.73315968147424 9.73965158326116 9.78158970545417 9.8042945201328 9.8202286651077 9.83329951161723
"Ccdc39" 9.49061435094517 9.51901073992008 9.54130110929894 9.55779131203294 9.57001580726214 9.58473254401947 9.59483978289468 9.60494863608195 9.66694091204828 9.70135570246934 9.72605920765733 9.74648681648842
"Ccdc40" 8.60716438467764 8.67745814639313 8.73092955141124 8.77210460848132 8.80252157686919 8.83662001605212 8.86273735400547 8.88720270264404 9.04533778229782 9.13474176541788 9.20076642415449 9.25610256124387
"Ccdc41" 9.35220992105704 9.3875952076809 9.41410632502194 9.43454436152351 9.450091616633 9.46687646923839 9.47957051652121 9.49119778873325 9.57122095325319 9.61933840706627 9.65530280468371 9.68490668489351
"Ccdc42b" 9.48673527152598 9.52722839993144 9.55915537050538 9.58565029482558 9.60224281215922 9.6174633028886 9.63285317896538 9.64530007896104 9.72169907164883 9.76123677970794 9.7895490998793 9.81209847491824
"Ccdc43" 9.39789863401961 9.4275108024501 9.45193347795875 9.46944767665644 9.48314544787176 9.49749675205407 9.50873051524097 9.51951363042377 9.59044106398438 9.63159339779068 9.66151355563855 9.68620319101987
"Ccdc45" 9.64792729609505 9.66921330882837 9.68504068942798 9.69659054114278 9.70502067799164 9.71448791503369 9.72210541909193 9.72852989247777 9.77294817015231 9.79863724413271 9.81716707897317 9.83238591815405
"Ccdc46" 9.08824166307035 9.13799787233137 9.175391673365 9.20408279438551 9.22549981109759 9.24954748480052 9.26676214089453 9.28410919349233 9.39408308087205 9.45551262229967 9.50002733978395 9.53582308135529
"Ccdc47" 9.51293834224714 9.53791669995541 9.55655159630915 9.57105172380458 9.58218481212144 9.59376969318078 9.60285090553513 9.61130560505539 9.66861859853913 9.70255623515024 9.72794472036954 9.74886343311841
"Ccdc48" 8.1269011095084 8.21970139014212 8.28949594611329 8.34317611481089 8.38475291641025 8.43234415005109 8.46625462050313 8.49844018244537 8.70970141779678 8.82884643205464 8.91532979604936 8.98658087159534
"Ccdc50" 9.21545999315658 9.25679824795755 9.29003171758594 9.31361010314443 9.33141286866378 9.35152707370371 9.36774250803666 9.38375594758111 9.48356736604866 9.53921071731214 9.57771757686305 9.60872649812653
"Ccdc51" 9.41940453336938 9.45049296136757 9.47355762980002 9.49092859997503 9.50470784860764 9.51982038271518 9.53121276390207 9.54220886475307 9.61693171228385 9.66038577567762 9.69231787467897 9.7178697803179
"Ccdc53" 9.37315732216407 9.40437914304303 9.42798898959489 9.4458223269164 9.4598655924309 9.47540658473091 9.48728388292355 9.49850491757618 9.57690447004335 9.62344324083169 9.65809085769253 9.68678472995212
"Ccdc55" 9.79232542537073 9.80365308443599 9.81204313650844 9.81858646585963 9.82338750550387 9.82857841565385 9.83273266685451 9.83637623154384 9.86232539804444 9.87723461701391 9.88821120367729 9.89713635264485
"Ccdc57" 9.31963531343497 9.35757708720559 9.38466310690701 9.40647385086366 9.42311034171313 9.43994350955717 9.45149947958332 9.46347290087798 9.54809781276645 9.5981363068937 9.6355982563358 9.66531869715363
"Ccdc58" 9.1745540939342 9.21510146678284 9.24640732583124 9.27019940251543 9.28838446520021 9.30817276805063 9.32337219231244 9.33766209445092 9.4321620406672 9.48756571370646 9.52882046840326 9.56266652499565
"Ccdc59" 9.60468132375597 9.62314883610794 9.63894457434897 9.64980765973507 9.65809194132535 9.6673484992561 9.67508512107737 9.68213383502639 9.73021634124367 9.75759517216447 9.7773890283865 9.79366043629834
"Ccdc6" 9.43574502145765 9.46394219395221 9.48596053480994 9.50175098172207 9.51387360851166 9.52724836512017 9.53752588175446 9.54744781353956 9.61323286861936 9.65180894789841 9.68052167804385 9.7038990420432
"Ccdc60" 8.9637143190558 9.02165837028711 9.06585872381223 9.0969171025564 9.12125956469445 9.148172793938 9.16870939038207 9.18822193055286 9.31367620687141 9.38499000394982 9.43469945742361 9.47522810024865
"Ccdc61" 9.47339657597336 9.49999552972751 9.52102670086822 9.53706910905026 9.54949338540504 9.563476378163 9.5732521055332 9.58208591987119 9.64445965284094 9.68242022212644 9.71058994170868 9.73465068210724
"Ccdc62" 9.66367649399237 9.68588638718328 9.70146716083994 9.71329255546018 9.72206537413491 9.73088180979856 9.73774795851975 9.74393504858033 9.78591464036977 9.80903539775754 9.82562321797611 9.83932059707766
"Ccdc63" 8.71480745656514 8.76689334996388 8.80872694532926 8.83789387405312 8.86029806617024 8.88375070667652 8.90360627416799 8.92171246608878 9.04780928406369 9.12795089894299 9.18704251837149 9.23719608098877
"Ccdc64" 9.58990588944679 9.61301689814042 9.6340522156874 9.64889539559129 9.65878002356522 9.66883965060884 9.67841512974616 9.685759686687 9.74036671749514 9.77463532975701 9.79836262971851 9.81684153836343
"Ccdc64b" 9.52323215665042 9.55725357319585 9.58377057639209 9.60967472426479 9.62634724914978 9.63782617420879 9.64704862919838 9.65631244809065 9.71261294546617 9.7438237029525 9.76422017169268 9.7805001721644
"Ccdc66" 9.50536344854193 9.53088717015598 9.55099001677973 9.56582458879333 9.57672170768562 9.58800224918964 9.59696494471716 9.60531174320732 9.66189304502166 9.69470345832421 9.71792502370912 9.73718185423076
"Ccdc68" 9.68345088108435 9.70466738986428 9.72350377417696 9.73653632924232 9.7497672601077 9.76091443767866 9.76898360578154 9.77754010420209 9.82527076604083 9.85137560815843 9.86896416157446 9.88267081717381
"Ccdc69" 9.25786370297578 9.29515511162688 9.32411560619489 9.3449838569219 9.36077130284885 9.37793080108793 9.39136880427452 9.40403982978524 9.4870893801008 9.53542876132793 9.57039415915331 9.59993662802427
"Ccdc71" 9.48703283514614 9.51202164856886 9.53210095676977 9.54729822103873 9.558859170309 9.57106874853136 9.58065286979823 9.58941195051994 9.64908833073974 9.68359947943753 9.70893395423996 9.72984391795858
"Ccdc73" 9.7718708100057 9.78619396851126 9.79718258381334 9.80470864615467 9.81165428919276 9.81911417253857 9.82452598093251 9.82914788755027 9.85996813516454 9.87722756720015 9.89018836222532 9.90089891304272
"Ccdc74a" 9.73993221007858 9.77749229011558 9.79723552876978 9.82102660598348 9.83509764993605 9.8551960794071 9.86419008396509 9.86949340775598 9.91197383176226 9.93030709761388 9.94033373823755 9.94919264139146
"Ccdc75" 9.88823811182171 9.89837642997197 9.90503090189207 9.90984244186801 9.91347995815211 9.91745148206948 9.9204008780581 9.92311818643004 9.94060886223186 9.95022443183652 9.95701607428788 9.96210164021197
"Ccdc76" 9.65605131094313 9.67545949765058 9.69013717118331 9.70088461714387 9.70881165873362 9.71730980425302 9.72400076926956 9.73061798633865 9.77179268383485 9.79503783835795 9.81169973269926 9.8255260517917
"Ccdc77" 9.46324130257098 9.49224016643735 9.51348479283134 9.53035213954739 9.54417309609337 9.55788435087925 9.56796017452933 9.57718008836884 9.64174229486995 9.67988249582698 9.70898685201128 9.73306860653506
"Ccdc78" 9.78451041726651 9.7992625025893 9.81036056584939 9.81866860224646 9.824567192306 9.83106316720877 9.83619833471 9.84079711212608 9.86856310165408 9.88288256110436 9.89307952811907 9.90128633238714
"Ccdc8" 8.41645484160313 8.4962493832132 8.55545462847715 8.59984621011808 8.63515542113426 8.67532244268715 8.70378098875959 8.73159450092372 8.91201142999313 9.01433161835035 9.08809471284611 9.14879805275013
"Ccdc80" 9.68591264472945 9.70056723592959 9.71239973843128 9.72057366638031 9.72594618514779 9.73230152383246 9.73740303981385 9.7429600180596 9.77763132437078 9.79717465549607 9.81066078002601 9.82175114025415
"Ccdc82" 9.71486805469569 9.73179024692811 9.74529765153891 9.75545416868017 9.76334802645017 9.77232317277185 9.77871652692419 9.78448386653364 9.82350734574205 9.84644399978905 9.86344970084991 9.87721654684325
"Ccdc84" 9.83522767249306 9.84656077745543 9.85464959661543 9.861292374699 9.86612297678101 9.87168847075037 9.87519840863008 9.87857212542625 9.90093512606622 9.91339169334996 9.92301843715703 9.93075793240891
"Ccdc85a" 9.69270400583473 9.72401238840927 9.73589516014912 9.74876467476727 9.7593052030579 9.77069682102769 9.77695354185217 9.78257942637382 9.82564648677894 9.84587772161868 9.8592074967829 9.87006920863766
"Ccdc85b" 9.33862820979953 9.37238834101277 9.3986245503657 9.41746664652714 9.43213808881704 9.44781722561824 9.46057850178389 9.47264262508617 9.55266378283616 9.59758448147152 9.63032122656057 9.65729163096529
"Ccdc86" 9.31038220358006 9.34733280502622 9.37483439074881 9.3958368585847 9.41148538835563 9.42928867633119 9.44311655278964 9.45658620225808 9.54117055296774 9.58831909190937 9.62325309334183 9.65154843549233
"Ccdc88a" 8.93294762625483 8.99164756991235 9.0369584982385 9.07081419128699 9.09785252749001 9.12986903395343 9.15330411342249 9.17424732812873 9.31197862969469 9.3911149670222 9.44913044396966 9.49782110765294
"Ccdc88b" 8.85965810078959 8.91552627031727 8.95855972369279 8.9888432764373 9.01235728187026 9.03762126593165 9.05865173374176 9.07850570262637 9.20765266501022 9.27852368162204 9.32740323411879 9.36710198896094
"Ccdc88c" 9.79603701923959 9.80918347048134 9.8177263443693 9.82489828663987 9.82999685680568 9.83555842460496 9.83988582229709 9.84444426345582 9.87370201103466 9.89066091944843 9.90280866473537 9.91261258400492
"Ccdc89" 9.4435554204029 9.5036160318968 9.53331819251139 9.55668358280257 9.57547959960922 9.58905858004997 9.60009923914723 9.61095534502138 9.69021307184026 9.72646067060086 9.7505881487231 9.77210215821961
"Ccdc9" 9.80573441486881 9.81569137221907 9.82302373512401 9.82843773507507 9.83316457090402 9.83818748544342 9.84197863690603 9.84530928563969 9.86883384843896 9.88301992899373 9.89346422514591 9.90208126141824
"Ccdc90a" 9.53494896698104 9.56031141390219 9.5786970288617 9.59249100148136 9.60287756049688 9.61406051380073 9.62287524322601 9.63121975909247 9.68549295151402 9.71700006228842 9.740734734086 9.76040186396775
"Ccdc90b" 9.0297773810091 9.07661830138383 9.11116746675187 9.13810330613589 9.15842608646665 9.18124159747142 9.19850962595549 9.21515645701591 9.32352484689901 9.38600952614433 9.43201399641216 9.47045625988464
"Ccdc91" 9.40557905766737 9.43562477968769 9.457841710441 9.47476478641406 9.48785160975307 9.50269776794558 9.51395962122882 9.52442386197382 9.59408228054057 9.63480529731699 9.66507838860833 9.68991942235202
"Ccdc92" 9.45138422234822 9.48387833620473 9.50519870417364 9.5233309111497 9.53907172427163 9.55629833016291 9.56969025931774 9.57991055205885 9.65626868870954 9.70750148457294 9.74904415260637 9.7821112270653
"Ccdc93" 9.89222727898824 9.90136361221283 9.90694038190862 9.91153725064101 9.9148427981873 9.91832369035708 9.92087847777147 9.92316916582898 9.93807621987018 9.94655337021502 9.95290890535847 9.95759904680461
"Ccdc94" 9.52205082122002 9.54566389193633 9.56329603119275 9.57693728732574 9.58715323874094 9.59802419231769 9.60662353976895 9.61466752187557 9.6690968431202 9.70183469656166 9.72574804772005 9.74610188761512
"Ccdc96" 9.52996137636041 9.56721474157635 9.58805611543132 9.60474027558165 9.61603181666842 9.62913978556489 9.63863491490551 9.64890096417711 9.71189532405286 9.74860787600887 9.77631853257462 9.79578259738046
"Ccdc97" 9.80408712689765 9.81481271149429 9.82289832231143 9.82936135872364 9.83421906380885 9.83917000956737 9.84305489704312 9.84667561815323 9.87105024685224 9.88548597406363 9.89623460355047 9.90500295923856
"Ccdc99" 8.8143879797698 8.88926080553527 8.94309513812991 8.98631593806935 9.02066732654223 9.05437455153799 9.08011346830511 9.10185052368847 9.26023269970843 9.35741333291415 9.43205301803149 9.49280766513624
"Cchcr1" 9.1778761649029 9.2287175710282 9.26467913810815 9.29334360248528 9.31527429694372 9.33824306925386 9.35556861257683 9.37138194854198 9.48190369329809 9.54947602281505 9.60000007152677 9.64071561747802
"Cck" 9.77207429235861 9.78845155753247 9.80160964170396 9.81359110722882 9.82171649838767 9.83206664747218 9.83844097348659 9.84433712487535 9.88570869290141 9.90328739352647 9.9140977130154 9.9224821743621
"Ccl11" 9.90513725962899 9.91539510919031 9.92329423076163 9.92843275215786 9.93152901133911 9.93439809471684 9.93701176863108 9.93940078888513 9.9533307185098 9.95978129994337 9.9637410256872 9.96663259301496
"Ccl12" 9.81122661055018 9.82682952140043 9.83953201979548 9.84952629183497 9.85617522270504 9.86312930010984 9.86811465334962 9.87418573690277 9.90541691902559 9.9217143907374 9.93290006011459 9.94094822854732
"Ccl17" 9.77524098630264 9.79876063258773 9.81791222195715 9.83575024176886 9.84494724555118 9.85745217452366 9.8653241902273 9.87478721376708 9.9170592085857 9.93776718679866 9.94856141155938 9.95696114488021
"Ccl2" 8.12684122189927 8.21012606805531 8.27327107636036 8.32160933954472 8.3590102094798 8.40059286238237 8.43569998577798 8.46597114986812 8.68462814576271 8.82273821806378 8.92860298583707 9.01934787127557
"Ccl22" 9.47668396921538 9.50414688518953 9.5331715878348 9.55628805654112 9.57865059366452 9.63262897168631 9.66897238999162 9.72630751309399 9.90011711290088 9.93098944444375 9.94390017746243 9.95236645567689
"Ccl24" 9.53216358318074 9.56786507629666 9.5907506316625 9.60936685341875 9.62497770669256 9.64131971565982 9.65330358384321 9.66381981121244 9.73260468294527 9.77669089801733 9.80485611474685 9.82329126146434
"Ccl25" 9.71552143135414 9.73190526930515 9.74531753956389 9.75599516857345 9.76305829951577 9.7710936593529 9.77689470996987 9.78286808759084 9.82046893043774 9.84112250671648 9.85538040445602 9.86651582221349
"Ccl27a" 9.17780037382702 9.21779888325526 9.24794748732893 9.2700468120335 9.28648232227293 9.30537804444155 9.31990747654543 9.33403691168856 9.42615937905493 9.48100417754211 9.52158750496851 9.55533440579451
"Ccl28" 9.43383372022554 9.4686297775432 9.49424751203935 9.51364027519208 9.52881222937135 9.54444170712524 9.55614693950663 9.56765830766174 9.6401762755649 9.68087536531965 9.70811195932662 9.73000777593808
"Ccl3" 8.87719828581936 8.9642219395547 9.02776582340135 9.06895497024989 9.10019606019095 9.13404505076095 9.16019919640682 9.18364142989446 9.32499312464316 9.40276032363974 9.46063489251872 9.50925220646549
"Ccl4" 8.72389499315983 8.80641072594721 8.86620559822413 8.90714136992097 8.93886497497348 8.97389578046471 8.99900054101362 9.02347012253631 9.1816727726401 9.26938757371525 9.33448948409501 9.39110682295095
"Ccl5" 7.58431854390905 7.71895876808688 7.79024914855218 7.86216931639433 7.9234828303723 7.98989278650155 8.03071563314312 8.07955347182763 8.41448747376655 8.6374654480097 8.82438940502237 9.00620800191331
"Ccl6" 7.23208265192589 7.35990051070535 7.45762835950419 7.52732428628759 7.58212323735465 7.6380658869436 7.68642838305501 7.73124685704317 8.03245718210438 8.21700526597803 8.35417354172058 8.47263211038466
"Ccl7" 9.85545905719044 9.86775534598297 9.87744867829589 9.88493229098369 9.89041802396211 9.89679757060735 9.90183522855988 9.90642376709521 9.93139109830172 9.94303895106126 9.95075626028156 9.95656342664635
"Ccl8" 9.48377600588324 9.5572057833479 9.62240429113557 9.64978817007446 9.66289609668687 9.67513581194522 9.68514058406796 9.69610037630014 9.76147336384985 9.79555058780576 9.81852279613275 9.83724162170717
"Ccl9" 7.81288195110017 7.93933552709122 8.03403840071731 8.10212224103697 8.15660890570633 8.21600860442072 8.26121066147531 8.30260406226017 8.57398524164713 8.72884681719418 8.8439285855548 8.93966205774424
"Ccna2" 8.25095200077792 8.36024731242404 8.44153620523581 8.50641806325785 8.55779951390807 8.60858881206872 8.64668389073327 8.68057112042677 8.92159188285277 9.06978519906958 9.18181117558514 9.27366317441953
"Ccnb1" 8.49688851484774 8.59065268312824 8.65936553820877 8.71385342531272 8.75799906906066 8.80058846963684 8.83334836160258 8.8624033039692 9.07103787131094 9.19857004477192 9.29548751458843 9.37469424554372
"Ccnb2" 8.4885286294637 8.58175252684088 8.65160020645983 8.70746806264885 8.75152893415259 8.79506208669739 8.82727658773879 8.85558546345295 9.06346444378491 9.19296207287565 9.29139534632635 9.37216152365288
"Ccnc" 9.8381171981292 9.84913610355593 9.85730073406388 9.86369205059273 9.86834593576394 9.87373320025571 9.87785292822395 9.88124407528487 9.90669774007329 9.92125675771766 9.93179401907283 9.93998362439791
"Ccnd1" 8.13078969961148 8.22162675132398 8.29408123975105 8.35301126470311 8.4020598599893 8.47295118155096 8.51087665918115 8.54583610127809 8.77065440542753 8.88397004263287 8.96286000678727 9.0311898335176
"Ccnd2" 7.97976372626473 8.0776020539592 8.15215466432558 8.2110931933902 8.25465448164691 8.30418854572959 8.34148295341797 8.37856666726004 8.619252746331 8.75789195993001 8.85986187578678 8.94604900945752
"Ccndbp1" 9.87355106055442 9.88130245362 9.88646999158277 9.89046678957738 9.89362272389393 9.89734621878972 9.90004794757182 9.90262168465072 9.9185704583588 9.92762075182776 9.93415509375015 9.93958031849563
"Ccne1" 9.16901578767252 9.22856347200472 9.27308403665705 9.31012001460254 9.3375905939425 9.36642429640766 9.38874806645522 9.40768035769675 9.54358516401711 9.62265254363866 9.67994321417922 9.72281588703246
"Ccne2" 9.04409692112097 9.10325395221458 9.14707741813888 9.18340995972986 9.21053850879841 9.23811991603998 9.25964037531836 9.27926891681355 9.4200799009284 9.50669210104344 9.57189066047891 9.62244705972005
"Ccnf" 8.46261486699219 8.55510279824972 8.62454841939076 8.67938626771328 8.72294195462069 8.76626896368833 8.79858269789889 8.82795309451446 9.03683831988079 9.16366933042378 9.25909788923591 9.33860555557949
"Ccng1" 9.7651068361683 9.78122725672252 9.79195293079073 9.7996354609507 9.80597708664944 9.81270543170653 9.8178942779636 9.82245426011861 9.8539332578988 9.87258615675014 9.88605191749299 9.89714879370669
"Ccng2" 9.71435775810531 9.73434072347828 9.74796405972339 9.75901035532904 9.76769403446805 9.77615700983496 9.7828054141253 9.78880895094397 9.82862851045878 9.85139491904414 9.86789555949591 9.88161026635819
"Ccnh" 8.99440168265891 9.04235854468501 9.08112807638195 9.10967830831004 9.13166166843181 9.15592841215489 9.17419837033177 9.19126829764486 9.30909632011683 9.37831580277075 9.42956672673807 9.47212974601314
"Ccnj" 9.78387613039691 9.79501072763037 9.80442067239597 9.8112213763469 9.81622164340054 9.82191033162354 9.82622963969174 9.8301148902472 9.85485193079976 9.86928471249044 9.87948461580113 9.88804755653043
"Ccnjl" 9.21441460257538 9.25572176626347 9.28661970494162 9.30958582075928 9.32859501909279 9.34881067558975 9.36365187297288 9.37769469257102 9.47087665715274 9.52240009038132 9.55854182628045 9.588854354942
"Ccnk" 9.85936106080151 9.86934762932446 9.87572083563201 9.88078724998804 9.88490261729712 9.88908683065499 9.89288166229906 9.89596910772402 9.91566083371364 9.92689668618294 9.93511576658193 9.94170980926393
"Ccnl2" 9.82060304567196 9.83187222442384 9.83989962741007 9.84600213231278 9.85065949192708 9.85541759714537 9.85915401070773 9.86263921297608 9.88568422320598 9.89925608357014 9.90956220291736 9.91779438142324
"Ccno" 7.82820524513509 7.9182281663228 7.99099238776854 8.0427994384199 8.08095554144318 8.12141348919927 8.15544686216211 8.18867306639813 8.40874785036289 8.53748255595262 8.62538426935465 8.69805949714998
"Ccnt1" 9.58144114535508 9.60133942345076 9.61715267612263 9.62888430104332 9.63757190999471 9.64648966591205 9.65335986545687 9.66006189951377 9.70548388993693 9.73252232233849 9.75270751282582 9.76960411484537
"Ccnt2" 9.79970014324955 9.80994455520242 9.81784034185575 9.82375828715351 9.82838021968804 9.83356670398726 9.83756303362555 9.84126534617677 9.86438801364926 9.8777993063078 9.88747628705855 9.89548551831503
"Ccny" 9.59743605071467 9.6185198051111 9.63515766749421 9.64719163908219 9.65654214913827 9.66705824432266 9.67479840614824 9.6825589921671 9.73358639106969 9.76269566718313 9.78344567033511 9.80017675667716
"Ccnyl1" 9.59608405341007 9.62890133336804 9.64900812195592 9.66222498278777 9.67210196522378 9.68281133132403 9.69308581983972 9.70105061501077 9.75033459004025 9.77583138818122 9.79377639215865 9.80741328742909
"Ccpg1" 9.20846069852343 9.24233518176298 9.26946406158137 9.28781297919287 9.30149948458051 9.31602732812974 9.32818418087686 9.33928410805459 9.41696969513794 9.46430947995223 9.49809820378751 9.52664277878366
"Ccr1" 7.29845475326558 7.41699954046785 7.5118543062935 7.57408049544717 7.62042250750274 7.67030759821004 7.71255861407395 7.7518549933964 8.01397007668597 8.17453334769623 8.29038806226625 8.38757398997443
"Ccr10" 9.26052357556279 9.30039052519524 9.33100130472866 9.35584555177333 9.36963921693301 9.38214400390215 9.39493216376767 9.4117221446541 9.54056936802701 9.62334256762594 9.67472752475894 9.71428214992091
"Ccr2" 7.26757233807868 7.43842131948496 7.55723784263288 7.65478877949947 7.73337271255714 7.82280251639371 7.88690159129106 7.952066914855 8.36288007848254 8.57309208993638 8.72458147050542 8.85895186144389
"Ccr3" 9.49870947489713 9.61887492945002 9.69195198638627 9.71696136898642 9.73606755697522 9.75972646266894 9.78103550870809 9.79952469820091 9.85880843301929 9.87869251242572 9.89263504717312 9.90411718280907
"Ccr4" 8.85476020397829 8.9018570540137 8.93180163190428 8.96149717285208 8.98120403188258 9.00694534245699 9.02450074195857 9.04532378996007 9.21711932342322 9.36572370612948 9.48528473023668 9.5849954612823
"Ccr5" 7.77611084616152 7.89171726833346 7.97016591128221 8.04064552082707 8.10196262985632 8.18609155744314 8.2209192920163 8.2550870913477 8.50494914351523 8.63541783099622 8.74004739052451 8.84523732604519
"Ccr6" 8.59197113274739 8.65926455279944 8.71082829096464 8.751020187764 8.78101769697176 8.81492643872689 8.84183776435497 8.86691554013902 9.03218568151074 9.12661271794802 9.19468079353159 9.25099142599931
"Ccr7" 8.40303540089325 8.4806103526405 8.53769318943715 8.58225659846743 8.61821680326472 8.65733266358162 8.68810415219486 8.71678073713452 8.90392798942014 9.01052439171993 9.08813613852388 9.15240696051268
"Ccr8" 8.98872457579527 9.06738121366139 9.12661726004966 9.17230101048369 9.19921437198529 9.23014859021894 9.24685190956704 9.27280305545472 9.44829248979631 9.57726697920186 9.6690236890788 9.75482713907522
"Ccr9" 7.05808618751245 7.16822859119295 7.26471342300073 7.34270335736348 7.41841435549208 7.54695754956998 7.5946639790367 7.62884574299215 7.87801670651397 8.02270737853542 8.13238408014865 8.23152203497054
"Ccrl1" 9.79136900607987 9.81258807760953 9.83010676081385 9.84234099907996 9.85473054238938 9.86692452230485 9.87249830230245 9.87840726172973 9.91120173784234 9.92562087557913 9.93520799531039 9.9420327615652
"Ccrl2" 9.55296433682627 9.58145011935414 9.60435060117966 9.61999507617719 9.63103263309974 9.64459334610988 9.65480268558584 9.66437064599027 9.72252939160471 9.75494645912556 9.77742280694599 9.79533813598978
"Ccrn4l" 9.40677046341121 9.43836720654613 9.46064853315407 9.47850839884897 9.49264555455729 9.50763959514937 9.51982573252182 9.53132442613331 9.6105501337323 9.65870359561434 9.69359349483944 9.721292888526
"Ccs" 9.17008809184091 9.21102376093713 9.24225696956493 9.26592967161218 9.28379515687343 9.30364581746253 9.31919936132402 9.33400710931766 9.43171337320627 9.48740926985762 9.52877393293563 9.56252287699163
"Cct6b" 9.76271094760724 9.78058246257996 9.79341338733869 9.8034489388956 9.81189665899762 9.82002104047872 9.82635871818438 9.83122471844369 9.86468862326741 9.88434357638731 9.89742991702254 9.90739648201538
"Ccz1" 9.53604101991869 9.56074625933839 9.5801533571406 9.59554234822146 9.6067993803391 9.61869295435083 9.6285088401795 9.63765246426634 9.69906917463984 9.7348022463191 9.76127594871011 9.78286050862501
"Cd101" 8.4688053547249 8.53377048992176 8.58584556033098 8.62331864981764 8.65043706629373 8.67780227844105 8.70258460478246 8.72538202696944 8.87902571094574 8.97354931185004 9.04257337772268 9.1009155035989
"Cd109" 9.62833983255998 9.65853466884674 9.68449472313139 9.70430631695985 9.71853298256289 9.72938434085403 9.74084546298462 9.74849100429397 9.80165846942662 9.8365118231301 9.86155345638689 9.88301813412266
"Cd14" 8.56865609831175 8.63242953658527 8.68254479944129 8.71942559116276 8.7477643912578 8.77877224265985 8.80216925637825 8.82466699958879 8.9792274575026 9.07392185615384 9.14257775472577 9.2001444463579
"Cd151" 9.05328283581061 9.09867246473836 9.13229248187572 9.15848865956411 9.17854408927897 9.20110971426118 9.21792951297952 9.2339184638078 9.33960973032628 9.39997757679006 9.44498578338616 9.48302849459913
"Cd160" 7.93447312736169 8.06017308443493 8.12769692351523 8.19304702940963 8.2499630521941 8.31769637145852 8.35530902436909 8.40062957889951 8.72290120603142 8.92508466253656 9.08418111195654 9.22910378495988
"Cd163" 8.67075873309678 8.74821080982553 8.80554792863533 8.84613653585678 8.87607471061262 8.90932802044157 8.93487700444925 8.95933928020437 9.11504566228039 9.20126333060199 9.26382908472632 9.31533053936323
"Cd164l2" 9.38602862378562 9.43101995231128 9.46849708387761 9.50085847561724 9.54068943351732 9.62641838671236 9.66514348989707 9.6747632864532 9.73173805325502 9.77062374979884 9.80774433957878 9.84328095937461
"Cd177" 6.3009867101982 6.45525842998553 6.58018780721371 6.66733432342671 6.73101745066364 6.7998504145676 6.85773689518784 6.9140122084784 7.28431574738511 7.50141073771742 7.65160202539723 7.77677267764859
"Cd180" 9.21793107395896 9.25931674017136 9.28879047745126 9.31333760432437 9.33286906285605 9.35779293704477 9.37520591175415 9.39198005817514 9.49176008381666 9.54765910660682 9.5862259889872 9.6171782996276
"Cd19" 6.97886582860174 7.1278349661895 7.23694245256051 7.3231957244503 7.39300334484524 7.46977771424338 7.52827784519147 7.58409814320607 7.9550622592717 8.16716241162018 8.31870224106315 8.44168845395056
