"kNN3" "kNN4" "kNN5" "kNN6" "kNN7" "kNN8" "kNN9" "kNN10" "kNN20" "kNN30" "kNN40" "kNN50"
"Ppp6c" 9.66618699775547 9.68609440132645 9.70037797542098 9.71199742968062 9.721327423422 9.7307434915091 9.73787293599303 9.74436763998706 9.79161506241172 9.82052580290586 9.84206823523078 9.85891545512924
"Ppp6r2" 9.78280772753619 9.79695603202659 9.80593518279066 9.812846036566 9.81819826553502 9.82417207473424 9.82896777835661 9.83284437857017 9.85804206383309 9.87255997188824 9.88323435811017 9.89198509880453
"Ppp6r3" 9.72624255129446 9.74213384044042 9.75404734457011 9.7633144597925 9.77074182455878 9.77902802659766 9.78542226961672 9.79084710924756 9.82720525082233 9.84904819602365 9.86513387481402 9.87812779566666
"Pppde1" 9.64816167800083 9.66693045275253 9.68127481419974 9.69233494555356 9.70047531623014 9.70916581610988 9.71606103391195 9.72251484786836 9.7646573879879 9.78820459390108 9.8056393447712 9.8196029686141
"Pppde2" 9.22014309278677 9.25984317082894 9.2903972080195 9.31530452262921 9.3337083839035 9.35366538416709 9.36941857818283 9.38341816988754 9.48309414361026 9.5431236328498 9.58710018919111 9.62317525347579
"Pprc1" 9.08573845898503 9.13085129027969 9.16452115978995 9.19058593572814 9.21050494625403 9.23264692324792 9.2497235825358 9.26596960117747 9.37210418309787 9.43078441291324 9.47269308091876 9.50718306970216
"Ppt2" 9.02048526484724 9.07276336884964 9.11094063265551 9.14106906340101 9.164332031499 9.19011021191539 9.21016893573342 9.22963925442944 9.35047332814811 9.41847045696654 9.46854276218364 9.50996520643877
"Pptc7" 9.69019647135277 9.70614028425926 9.7192293012108 9.72883374659844 9.73626552855534 9.74435758855852 9.75048116886506 9.75626668252704 9.79390095738302 9.81455135941873 9.82874928183802 9.84012556354818
"Ppwd1" 9.67353398118662 9.69159458024562 9.7050886930725 9.7157685424452 9.72398120691665 9.73257465480993 9.73931440145154 9.74542884911499 9.78813309373759 9.81431193598232 9.83378821151297 9.84976800365921
"Ppy" 9.81892461253102 9.83258628539913 9.84157354048 9.84870339756431 9.85433760465636 9.86009102801522 9.86424982998311 9.86812857811308 9.89421282306696 9.90819747439714 9.91811760123233 9.92606999352341
"Pqlc1" 9.38062163642754 9.41293333941683 9.43659230939995 9.45529154533789 9.4701322214082 9.48662945356145 9.49951374650283 9.51184564351884 9.59424206805711 9.63923095037624 9.67098468996845 9.69698454723715
"Pqlc2" 9.64315560253215 9.6725522092539 9.69386937463994 9.71276604016763 9.72675012091403 9.74424077020417 9.75576505059384 9.77037310996965 9.86507186583006 9.89780809791848 9.91278560848241 9.92220814587048
"Pqlc3" 9.6207818483181 9.64146537404407 9.65776946881575 9.67106874416043 9.68071288987204 9.69218709810353 9.69971266113744 9.70646027955189 9.75020501034472 9.77499840541151 9.79357881936257 9.80912651126078
"Praf2" 9.39520817905944 9.42602317526849 9.44976256137822 9.4676687825426 9.48108026451762 9.49568375152248 9.50743048127974 9.51899721812021 9.59359051540148 9.6350621818395 9.66432745590268 9.68842531569371
"Pram1" 6.93021831972663 7.05710603393997 7.16120911778043 7.23241920991131 7.28514402766833 7.34162826712199 7.38945846706821 7.43596007868324 7.74578368072517 7.92783814987649 8.05273642626042 8.15556471410763
"Pramef8" 9.92726015833087 9.9352367049727 9.9403234297779 9.94454845822656 9.94737267662988 9.95037533442907 9.95281159280149 9.95491848003904 9.96626586141899 9.97114131583889 9.9745250269908 9.97729900253692
"Prap1" 9.60151738716954 9.62637244936677 9.64284664009028 9.65596812323317 9.6665316168984 9.67774166013016 9.68630921834862 9.69414660835762 9.74422364092511 9.77341122192969 9.79456959188482 9.81170569340545
"Prc1" 8.52553454601817 8.61954745305768 8.68899374105527 8.74447865083403 8.78823611380258 8.83118182998303 8.86326294983569 8.89170101006462 9.09401863662404 9.2147299292451 9.30510185769639 9.37956909964839
"Prcc" 9.74406766207624 9.76118046143907 9.77370343563664 9.78373808628307 9.79075340207128 9.7978162572586 9.8032271274378 9.80846514629932 9.84138741421012 9.85943503973999 9.8724476470127 9.8825346513375
"Prcp" 9.27432962499674 9.31283614867676 9.34261159871716 9.36566342850941 9.38319083384064 9.40368713368765 9.41964086634096 9.43490405414775 9.5315241338319 9.5832524823539 9.61864210649932 9.64750529297161
"Prdm1" 9.02852789528574 9.08469443330569 9.11577610071936 9.14131733884272 9.16885203477963 9.20197625410981 9.22154774515412 9.23970660666592 9.36671942145841 9.44245968884571 9.50666537068245 9.57455703369627
"Prdm10" 9.83346238769414 9.84511052970097 9.85264471350408 9.85853113279922 9.86287389986958 9.86750565072022 9.87128683689439 9.87461917200054 9.89671725269635 9.90869356828899 9.91729981500638 9.92401886076924
"Prdm11" 9.6155024915716 9.63749342534409 9.65414990767488 9.66629910458182 9.67461654600891 9.68394714031362 9.6913524208345 9.69823509017047 9.74167665449461 9.76641490792944 9.78399994610771 9.7982205549554
"Prdm15" 9.82341812945827 9.83466547087016 9.84377946531043 9.85041900478047 9.85499084515524 9.85985605315604 9.86344050639711 9.86664735366025 9.89012758693086 9.90297005940493 9.91214575800725 9.91957905574654
"Prdm16" 8.87234655303146 8.9284226779378 8.97189214761917 9.00421895001448 9.02837854375564 9.05618922955418 9.07649877978234 9.0965688231244 9.22659803080439 9.30156465483283 9.35689333341143 9.40130203839546
"Prdm2" 9.93822954950018 9.94305095147737 9.94675063120293 9.9495144182181 9.95174244128659 9.95501889537313 9.95694714942409 9.95840789387769 9.96638425638587 9.97062294684755 9.97346776257022 9.9757325721342
"Prdm4" 9.7294790077047 9.74678234452182 9.75822395859628 9.766859215978 9.77354463742784 9.78084315568703 9.78649040629102 9.79183692337946 9.82823292480308 9.84860653255012 9.86313139646104 9.87492584443137
"Prdm5" 8.4774737264918 8.55199683852868 8.60775398563981 8.65059069032544 8.68253244024235 8.72063712737004 8.74760141508201 8.77382170950226 8.94576726102073 9.04187973816028 9.11301369413549 9.1727134488767
"Prdm9" 9.66253895299921 9.68031811944911 9.69363437884846 9.70418689187801 9.71230750480553 9.72138991024188 9.72825004472485 9.73447002317631 9.77537870640659 9.79870922763236 9.81517682295724 9.82888892826512
"Prdx3" 9.12219382654206 9.16598198300193 9.20083075836576 9.22613137815436 9.24493523751763 9.26658227244713 9.28278435139611 9.29805533836448 9.39819282830186 9.45541344765001 9.49657837867855 9.53061311122297
"Prdx4" 8.76623943731964 8.83272842941428 8.88561685022333 8.92619409414761 8.95651411478576 8.9889406814526 9.01421711429001 9.03817703372315 9.19752826879564 9.29182908393055 9.3605940608506 9.4173947001645
"Prdx6b" 9.60115042160289 9.62631585166457 9.64396895508687 9.65716322983837 9.66791772263239 9.67956035597636 9.68839439313756 9.69705716027978 9.75453763447616 9.78637946543796 9.80838408484514 9.82565187311082
"Preb" 9.63047443687023 9.65047624781046 9.66550070193966 9.67791184324208 9.68743653037875 9.69764585766045 9.70547243029602 9.71238036177034 9.76116452164792 9.79005887944242 9.81177685761032 9.82922408953694
"Prelid2" 9.05925759264391 9.10572017410149 9.14174704984868 9.16918931510526 9.18985112203332 9.2125993429797 9.22991004298923 9.24638039391772 9.35905800195162 9.4219694000572 9.46764682543166 9.505955892296
"Prelp" 9.93372261368607 9.93850082696402 9.94195676769982 9.94411619165276 9.9457297568511 9.94771684178772 9.94942093998145 9.9508337988317 9.95982046112816 9.96471507450373 9.96835982030827 9.97154802929088
"Prep" 8.96086758161274 9.01449506690347 9.05583451972237 9.08838940426397 9.11282217773946 9.14086411593947 9.16069713789989 9.17859104881159 9.30510524326535 9.38026971294093 9.43590606148278 9.48180636781596
"Prepl" 9.61061772646519 9.63111677538047 9.64731735434794 9.65950194629876 9.66831061746879 9.67812364328018 9.68546476120243 9.69260070087038 9.7404024633163 9.76727223538697 9.78622591544648 9.80120525260541
"Prex1" 9.65464318506872 9.67691621305417 9.69241302724391 9.70441537312409 9.71444495653053 9.72573124621014 9.73396135174184 9.74181467174277 9.79073338461425 9.81854328899074 9.83951649619858 9.85728026280047
"Prex2" 9.14462465123976 9.19039889933855 9.22468870959101 9.25209995231116 9.27275935668257 9.29538593370798 9.3127253522376 9.32887584213127 9.4303366769288 9.48951222585175 9.53163322878992 9.56571684035762
"Prf1" 7.42214824686337 7.5576735904456 7.62835593759938 7.7052586475766 7.77071198672067 7.84498706605044 7.88783400272093 7.93744829042593 8.27455036507056 8.48310786206462 8.6648394227806 8.85653626842526
"Prg2" 9.66972446734066 9.75384126175616 9.80758965578931 9.82671174571682 9.84474296806157 9.86085927706257 9.86990744177365 9.87635380608076 9.91906502805758 9.94168497073023 9.95517794925153 9.96569910054881
"Prg3" 8.5558854024129 8.63018700064748 8.68744017086706 8.73497427448633 8.76956407555477 8.80732862118643 8.8358887042552 8.86063218568689 9.02487123733375 9.11858716660175 9.18981520342013 9.24950158967381
"Prg4" 9.88779145241756 9.89793769732087 9.90763255416569 9.91315204388758 9.91816370983494 9.92263627423277 9.92621961945239 9.92920364494452 9.94830010062838 9.95787283926701 9.96432488185732 9.96983477461443
"Prickle1" 9.23336157672605 9.27583695946935 9.3065609758034 9.33063050063143 9.34814290488293 9.36796818257416 9.38322751093953 9.39754463511566 9.48988598124662 9.54136814635473 9.57883444080651 9.6093292139178
"Prickle2" 9.88539695559737 9.89579732613919 9.90573033810878 9.9118798255493 9.91727700708326 9.9211707783738 9.92500002196532 9.92831196147414 9.94658264494692 9.9552033034651 9.96070855817293 9.96490562006519
"Prickle3" 9.51310439465636 9.54014076013275 9.55989344636496 9.57242192891264 9.58213597656842 9.59278293608977 9.60109886054003 9.60870669858083 9.65926080176494 9.68767977666994 9.70749655590574 9.72450986636271
"Prim1" 8.56853928202982 8.64637103704302 8.70603097715749 8.75286288109131 8.78850212285323 8.82553926134302 8.85390101551381 8.87936359846724 9.05829063825511 9.16531576057501 9.24673968797349 9.31354183076535
"Prim2" 8.92339746402877 8.98153547913452 9.0257038534366 9.06097508305533 9.08846036851208 9.11867409029761 9.14045128142885 9.15946225075174 9.29671838196592 9.38085072498808 9.44578996306404 9.49865192547969
"Prkaa1" 9.83083260981709 9.84135258906201 9.84911481562991 9.85519632182946 9.85996214506021 9.86492778406611 9.86878263683452 9.87200398159172 9.89528508541318 9.90906782538554 9.91863049892769 9.92653687621562
"Prkaa2" 9.42404142386521 9.45686777969877 9.48256761139984 9.50185989822054 9.51656811000918 9.53267796356027 9.5452403042554 9.55637776094615 9.62845846196158 9.66854864484143 9.69759312669455 9.72133031711695
"Prkab1" 9.6113549509466 9.63310385450237 9.64956107391171 9.6610433222718 9.67008871712496 9.67990643159306 9.68731652860818 9.69387159997303 9.73913190826821 9.76590642522824 9.78570532919492 9.80164636616326
"Prkab2" 9.69447472132841 9.7156378861644 9.73015970946438 9.74157984465654 9.75138654297368 9.76042926154793 9.76865792246625 9.77658724148176 9.81985557308814 9.84071292949629 9.85458189287024 9.86611033814997
"Prkaca" 9.53747402983963 9.56159505299162 9.57957663155707 9.59351127708255 9.60407981106733 9.61558323364583 9.62458892362823 9.63276707061453 9.68973019090459 9.7229291983955 9.74731681193629 9.76733048545741
"Prkacb" 9.46335039526706 9.4901712752317 9.51183994279243 9.52740014545049 9.539357026444 9.55262850858897 9.56263622221434 9.57189036026165 9.6350138411964 9.67209341939004 9.69934713595108 9.72205930807577
"Prkag1" 9.65985582683667 9.68051534216082 9.6956649397236 9.70716795305761 9.71630200969123 9.72591231598706 9.73301853063487 9.73941560675743 9.78378736505184 9.8103304445043 9.83046814485961 9.84691450358621
"Prkag2" 9.24797090774853 9.28672890955542 9.31696834902431 9.3386977394903 9.35490571933651 9.37588046987682 9.39109493841908 9.40394929561214 9.49066653234109 9.53852012642664 9.57291637051451 9.6016772249791
"Prkar1b" 9.71417021055311 9.76384594954156 9.80352684024936 9.81771135779728 9.82671819350685 9.83640436728205 9.84503422056316 9.85451250743096 9.92786541853587 9.95770042791771 9.97042739701927 9.97682770859643
"Prkar2a" 9.23036397174854 9.27882945827843 9.31216055379307 9.34083444980834 9.36163119324177 9.38627581089916 9.4057671448714 9.42611226863027 9.54943338732837 9.60930517173099 9.65116694687697 9.68429345545768
"Prkar2b" 8.94754271884276 9.00119501731324 9.04014417791966 9.07085293267385 9.09573987426714 9.1231260561786 9.14341517404056 9.1628637804373 9.29348184104134 9.36934250836807 9.4262659248279 9.47254276964849
"Prkca" 8.99434205729658 9.04109280431181 9.0814574474594 9.11043607005249 9.13472100150281 9.16947295695609 9.18828074688623 9.20426099466087 9.31416397113047 9.37750751574521 9.42371206158579 9.46333610927756
"Prkcc" 8.9142970611063 8.9718596796612 9.01509226193039 9.04970795692689 9.07859652821044 9.11780749514226 9.1430070789155 9.1653787402032 9.29434609773564 9.36619770931065 9.41870817830814 9.46151169856055
"Prkcdbp" 8.66164576126527 8.73198243909747 8.78365213480195 8.82445298857162 8.85617542935347 8.89057630814894 8.91592732541208 8.94006610245276 9.10239592156286 9.19359590511527 9.2587603815224 9.31207928610431
"Prkce" 9.39418687777867 9.42493218512976 9.44770398772615 9.46441358565573 9.47750190641501 9.49160628979195 9.50281760543029 9.51351774527562 9.58412355569251 9.62489219565562 9.65317748438986 9.67649726672685
"Prkch" 8.54352117646078 8.62067994259581 8.67443948754409 8.71855234664382 8.75299444692393 8.7929052099559 8.82138033521908 8.85118113236238 9.05149948416791 9.17044357645316 9.26008752447571 9.33630272870912
"Prkci" 9.79025330172496 9.80669303582125 9.81700264630068 9.82520797635325 9.8312683942298 9.8384154108298 9.84280567336786 9.84705115502516 9.87698552275495 9.89461025547069 9.90796214733288 9.91841185652706
"Prkcq" 8.51253142157629 8.59707444003515 8.65699580162859 8.70395380785264 8.73998909169102 8.78140961610359 8.81023722635565 8.84096271911509 9.04591213602407 9.17143078389814 9.2670336199271 9.348400028851
"Prkcsh" 9.11815960533985 9.16136919106495 9.1953156796385 9.22062538495519 9.23985116230034 9.26041490081221 9.27735727191864 9.29296573023039 9.39619227888355 9.45700184986536 9.5019473445174 9.5387169000813
"Prkcz" 9.61663169474228 9.6482409985618 9.66557757144216 9.68366950971403 9.69731799977922 9.71156471058981 9.71906119454732 9.727740165164 9.78418908108009 9.81714768940059 9.84027400372999 9.85895043191251
"Prkd1" 9.67848274502487 9.70566261094735 9.72241534494659 9.73792070471107 9.75031424690557 9.76161113482978 9.7699788201194 9.7759190187325 9.83667413153544 9.86724457195796 9.88644155077456 9.90488384424673
"Prkd2" 9.69503313346372 9.7135757904364 9.72799213006501 9.73974278612754 9.74910065449428 9.76010360808462 9.76733786907123 9.77376693474179 9.81592215015884 9.84039448169499 9.8578784623759 9.87210310534388
"Prkd3" 9.67525128274212 9.69525255376148 9.71045792255116 9.72084985218199 9.72909977180906 9.73806151337405 9.7449695053865 9.75081838343079 9.79378417032007 9.81845093361415 9.83659519609342 9.85188098056275
"Prkdc" 9.46997372317593 9.49552917796842 9.51642362480495 9.53162834288796 9.54315489771838 9.55560931155228 9.56575341187072 9.57523320180849 9.63804783417153 9.67439448052862 9.70008776960784 9.72081478799031
"Prkg1" 8.69863667756743 8.76583545134836 8.81569637224754 8.85319954355325 8.88353120977812 8.91759001058769 8.94192299127493 8.96526038879925 9.11969951154475 9.20587371339608 9.26779172922101 9.3181087753653
"Prkg2" 9.66706612124502 9.69222965592412 9.71069734332508 9.72932291614059 9.7408081492234 9.75621654015292 9.77211320811224 9.78198674309146 9.8464125082961 9.87388065238225 9.89339337011293 9.90803068447384
"Prkra" 9.04041755015837 9.09092849664211 9.12649709374334 9.15461952947229 9.17657311245472 9.20059929925353 9.21956358916053 9.23738131783355 9.35386223458727 9.42052331454727 9.47087513766887 9.51187732793778
"Prkrip1" 9.73581251036845 9.75174463802175 9.76269014758095 9.77137252363869 9.77800320458938 9.78522648831462 9.79095338262792 9.79603458815534 9.83112812289129 9.8521219607971 9.86780650184881 9.88064908586798
"Prkrir" 9.33477169738425 9.36848224640897 9.39265534333091 9.4123807410978 9.4266002246895 9.44240196979485 9.45462525221509 9.46613121037728 9.54484223296891 9.58959580307903 9.62279285907424 9.64968267876866
"Prkx" 9.65346074503628 9.67768436691207 9.69390005232296 9.70630108924088 9.71637112628589 9.72710882046022 9.73579167105914 9.74473193564346 9.79511450236387 9.82089533211755 9.83922724307772 9.85523403286843
"Prlr" 9.52541477326848 9.55564039170066 9.57893001514424 9.60360749107521 9.62359204365044 9.66272058471856 9.67648526986006 9.68669173912542 9.74843197743288 9.77898800533369 9.80007092341157 9.81765291645221
"Prm1" 8.87142752762472 8.92766158745976 8.97205664468238 9.00713848408943 9.03378395088338 9.05956084790481 9.08066871070817 9.10010458642781 9.22465932497713 9.29647918075626 9.34936041633543 9.3929997001469
"Prmt10" 9.77293184096968 9.78689558401569 9.79727780155934 9.80535765952993 9.81164579785544 9.8183727026549 9.82352486366503 9.82811758978259 9.86140335596619 9.88087167379473 9.89472093252291 9.90556533807614
"Prmt2" 9.58964654191038 9.61268068986625 9.62988129523972 9.64305624384987 9.65264618290395 9.66267616360275 9.67120090426816 9.67878692836678 9.72664825775522 9.75342882124677 9.77294634691037 9.78936765653409
"Prmt3" 8.76173336070334 8.81965802235517 8.86571515240479 8.89924189840636 8.92399199973622 8.95226961916176 8.97360769263978 8.99417422148905 9.13031603877473 9.20746710411308 9.26369806998741 9.31088243830957
"Prmt5" 8.84234938001227 8.89750548992354 8.94100610810674 8.97307625250914 8.99681267131595 9.02330029167505 9.04357744579261 9.0631265569501 9.19328451500809 9.26749237769527 9.3225877590758 9.36904781295623
"Prmt6" 9.61097386864397 9.63173441000457 9.64737374346853 9.65882862041944 9.66782515301416 9.67740208490033 9.68461938881484 9.6913930772196 9.73621859107977 9.76128171199226 9.77926181652862 9.79423495247808
"Prmt7" 8.91965356160062 8.97232442854191 9.01396697500681 9.0443925906465 9.06688508676903 9.09234231604301 9.11187840250332 9.13019000798588 9.25186200120637 9.32200973451609 9.37343161286885 9.41669667662418
"Prnp" 9.76967654639836 9.78484313035358 9.79675640197071 9.80551832782693 9.81274026730363 9.81979220564158 9.82542615703282 9.83056432459659 9.86293427701582 9.88269410066029 9.89667292414569 9.90720724863614
"Proca1" 9.92964145015607 9.93817764172358 9.94364216298161 9.94798124039213 9.95128327530862 9.95415980266262 9.95604730652218 9.95812229001434 9.97104014857437 9.97732590394657 9.98147640793251 9.9845016386921
"Procr" 8.28213150162825 8.36966349217318 8.43432213854014 8.48384749936248 8.52228453197262 8.56527454826433 8.59696852526628 8.62776539527636 8.82432630185147 8.93630971855904 9.01704418140467 9.08352554198649
"Prodh" 8.87829819318075 8.93625221760375 8.97945715267037 9.01263295808891 9.03822016517818 9.06601272176933 9.08744222493934 9.10804482250214 9.24534379410843 9.32594880979537 9.38517704189006 9.43250264878905
"Prok2" 7.23723512970001 7.33324486775989 7.41776063109824 7.47744921270034 7.52340120001776 7.56918064696783 7.61008352928652 7.64854473569781 7.91750696524496 8.08865972215238 8.21667431391994 8.32632001827617
"Prokr1" 9.29967587749161 9.3399735921876 9.36872398154564 9.39226714176227 9.41053313414342 9.42816705166159 9.44165366603096 9.45642069914887 9.53714820830398 9.58347360714995 9.61396103807846 9.6393670277304
"Prom1" 7.45272395914437 7.56045836367642 7.65378946687695 7.71834254580258 7.76474642287592 7.81732693264266 7.86144206638713 7.90526267683219 8.21408482064734 8.40076228053741 8.52971107587338 8.6307176181439
"Prom2" 9.11200659867328 9.17513605354025 9.22007346815301 9.2614542573763 9.28943986792119 9.33964768912832 9.37459113350783 9.41281617268882 9.76424050953536 9.88920942961533 9.93599587002692 9.95037734635051
"Prorsd1" 9.78728795695449 9.80062273702085 9.80977186314935 9.81647630711511 9.82148420814565 9.82659741862722 9.83091034744086 9.83486149392226 9.8608903525186 9.87624684638106 9.88779630678443 9.89755703996271
"Pros1" 8.93266824562336 8.98968030486734 9.03612845548308 9.07424844168709 9.10226230019108 9.13282174165088 9.15496230085973 9.17498351651125 9.31799185132411 9.40263679164106 9.46429636232097 9.51492371321753
"Prosapip1" 9.58218922174125 9.6098117301072 9.62745448063989 9.64409169838062 9.65540818047868 9.67022741224713 9.68055573255208 9.68988029354269 9.74727624873401 9.77614298808092 9.79613514614945 9.81303025714077
"Prosc" 9.539700310045 9.56329171637072 9.58229835233146 9.59621634985554 9.60690745176695 9.61880628400017 9.62820304162691 9.63664133994155 9.69422354405644 9.72838066213052 9.75364565002241 9.77438267457146
"Prox1" 9.84496228754728 9.86379133228133 9.87691946613534 9.88534773289518 9.89210996736196 9.89920811424694 9.90437136783406 9.90835808175294 9.93644268764969 9.9496029963071 9.95782040142174 9.96394422428457
"Prox2" 9.81601155836158 9.82903760293822 9.83828198801246 9.84429541202077 9.84938130212424 9.85489494215555 9.8590811871292 9.86297345380005 9.88785687422076 9.90281746157605 9.91462778340593 9.92398314083423
"Proz" 9.75531761232007 9.7738167436679 9.78862508203774 9.79919249537738 9.80612656931319 9.81438077243036 9.82092533058135 9.82738784755833 9.86600241894596 9.88797016315467 9.90413165501153 9.91600723463828
"Prpf18" 9.74917426002515 9.76600289549538 9.77771179215884 9.78712403813339 9.79391965288737 9.80123807700204 9.80707227147905 9.81220227991984 9.84707857730148 9.86722379760001 9.88275661631458 9.89500330390239
"Prpf3" 9.31655542230818 9.35206063337648 9.37955783628212 9.40075992498884 9.41632319921206 9.43277355781002 9.44563222185378 9.45793549062291 9.54046733208071 9.58940647228271 9.6256821646985 9.65579614062396
"Prpf31" 9.06330822666206 9.10998211734026 9.14566609669899 9.17259814746572 9.19321421391777 9.21599700901428 9.23323161809713 9.24908501138142 9.35750100041275 9.42124445223872 9.46858802079165 9.50757758749923
"Prpf38a" 9.46200638727517 9.49085392992045 9.51199749116088 9.52881129321074 9.54211112298057 9.55618589186813 9.56682823133512 9.57662859953168 9.64556204130122 9.68727422992276 9.71853776700626 9.7436916895453
"Prpf39" 9.70378889098061 9.71753681227626 9.72829971979675 9.73640982489445 9.74274719337552 9.7493183440378 9.75465546344299 9.75955886653086 9.79323082868459 9.81307807514865 9.82757655737532 9.83934237323964
"Prpf4" 9.38584554186597 9.41745426928213 9.44171031109607 9.45986745935102 9.4737276808128 9.48878497407863 9.49994547337338 9.5102656639051 9.58462675983129 9.62742409975154 9.65882213739086 9.68453740784826
"Prpf40b" 9.29648567785366 9.33225342070902 9.35940057546356 9.37899664835555 9.39458538059543 9.41213624389604 9.42441050060123 9.43624726420187 9.51190837831942 9.55458073928453 9.58708890097783 9.61437337635005
"Prpf6" 9.60972399006172 9.62910478566875 9.64361691206631 9.65439791968749 9.66298502211327 9.67275792318023 9.68010313175676 9.68694894376567 9.73302174712306 9.76011570358974 9.7805556892156 9.7973353690693
"Prps1" 8.9478553367591 9.00120073336019 9.04081933026285 9.07189122676139 9.09533351575457 9.12126078016037 9.13977359615698 9.15736799674648 9.27790728720687 9.34829735500878 9.40115052327087 9.44513047685711
"Prps1l1" 8.46477839970422 8.53172612435714 8.59135337541051 8.62885053561966 8.65540531397972 8.68374552402107 8.70799931355429 8.73194966913004 8.88842289970237 8.9831068369146 9.05240193321719 9.10995254776835
"Prps1l3" 9.22423001437924 9.26391411165498 9.29416639173961 9.31671924747188 9.33342520504192 9.35147037071261 9.36586401762669 9.37932062403809 9.47224080970279 9.52589531796768 9.56509273787826 9.5970246987442
"Prps2" 9.17626615617746 9.21878274121733 9.25261247451809 9.27782508304968 9.29604546543514 9.3160816043578 9.33233768491615 9.34737291413706 9.44388672664282 9.49904544716183 9.5390460921709 9.57196155886973
"Prpsap1" 9.21932838381689 9.25630644089924 9.28569837196313 9.30729334643227 9.3232576084252 9.34132659685899 9.3552424583495 9.36836629049079 9.45805150215318 9.50880504288539 9.54521507662957 9.57557993448365
"Prpsap2" 9.50638651034095 9.53188668667848 9.55179300727688 9.56583233250757 9.57630211053553 9.58825725236164 9.59716717934272 9.60570069589638 9.6617508140407 9.69423673184785 9.71803903579578 9.73803917492118
"Prr11" 8.72555729493851 8.80892406209447 8.86858491154485 8.91622589555173 8.95504903509734 8.99372605431227 9.0205851015522 9.04462414184892 9.21674368822711 9.32226233758492 9.4026588564063 9.46967972902208
"Prr12" 9.67336343055338 9.68987103793866 9.70243636351085 9.71223617865933 9.71929939930758 9.72721748371262 9.73317871509162 9.73870159477487 9.77609837853236 9.79773872212567 9.81351693577348 9.82654757706786
"Prr14" 9.8260119976635 9.83754411900668 9.84617591711442 9.85276470548099 9.85806553778895 9.86388361506469 9.86797083971395 9.87168328731167 9.89692356858641 9.91204744407896 9.92315741908829 9.93198249116474
"Prr15" 9.42493296085615 9.48863760424013 9.53419914750827 9.56191649116867 9.57917432990126 9.59768613177562 9.61421958604395 9.62717358452223 9.70512669929439 9.74728788931323 9.77581482711371 9.79776742761802
"Prr15l" 9.81580988357616 9.82816486059535 9.83677894035166 9.84453116626729 9.85095614049237 9.85730134716677 9.86117732837976 9.8649481158576 9.88803322079061 9.90062625319933 9.91005002083566 9.91696492698992
"Prr18" 9.76463738645171 9.78330351385993 9.79392810924863 9.80310102074659 9.81053648851861 9.81686249406322 9.82175651981657 9.82771663077667 9.86439415066395 9.88653515907445 9.90667799642316 9.91918285111893
"Prr22" 9.47005914214508 9.50308868302382 9.52570555100706 9.54358887170654 9.55717960803658 9.5723858628628 9.58264688388931 9.59206808787228 9.65703520507488 9.69563942277007 9.72270479602884 9.74422567243133
"Prr24" 9.08924283977658 9.1356329524692 9.17081536674197 9.19654721201739 9.21623394865703 9.23878772351444 9.25562286707841 9.27129256989261 9.37382102773841 9.43262899665627 9.47566988558793 9.51103791495238
"Prr3" 9.58194937864352 9.60246625145005 9.61864564035611 9.63079786789767 9.63954950572473 9.6492883398344 9.65682342142193 9.66409591359619 9.7110447347547 9.73769406629736 9.75659912767409 9.77225463490141
"Prr5" 9.1138117526297 9.16357791581179 9.20054673071503 9.2289871094347 9.25110595764707 9.27970062037098 9.29941589890143 9.31730294703772 9.42663874670874 9.48773815888021 9.52976164968521 9.56366686608538
"Prr5l" 8.8946331574683 8.9718450788627 9.01860533222604 9.05855346588531 9.09570236322876 9.13913804438549 9.17184073705711 9.20784905379282 9.41618066445223 9.50298645885426 9.56412912998705 9.62125015690115
"Prr7" 9.63482953243549 9.66220199616908 9.68008556434139 9.69473119333527 9.70428257004254 9.71425496358737 9.72094859367605 9.72876474123913 9.77308920188051 9.79981205309065 9.81874370760014 9.8349256749505
"Prrc1" 9.56533592369446 9.58725114596863 9.60459598988161 9.61708961102865 9.62648623667553 9.63716893471244 9.64528432380293 9.65274757561048 9.70468586226548 9.73552624136437 9.75811646384943 9.77624338797499
"Prrc2a" 9.68370100662149 9.70083559679917 9.71341966580269 9.72291754002965 9.73027973862228 9.73832277357564 9.7444923078571 9.75015618280471 9.78857854639759 9.81126278273447 9.82811123961486 9.84201364717785
"Prrc2b" 9.6562385772346 9.67291720650926 9.68594634278665 9.69580918813395 9.70339349209864 9.7115011064133 9.7179079843372 9.72422522502171 9.76481932168532 9.78877420645329 9.80609513779688 9.82006755048374
"Prrg1" 9.57109999260595 9.60294869737988 9.62494131289599 9.64290026006262 9.65510614142785 9.66971982414992 9.68039913467546 9.69100634178105 9.76276015217325 9.79838250103716 9.82234784690058 9.83946530182894
"Prrg2" 9.68659678588563 9.70331193400649 9.7151225751049 9.72468981641119 9.73217782388097 9.74075974915406 9.7468675988617 9.75282633382935 9.79160186379478 9.8140940468237 9.83108112513217 9.84501402088493
"Prrg3" 9.79076399817913 9.80643383108664 9.82189375978446 9.83036819840998 9.84021079472429 9.84889097412286 9.85499430948436 9.86206519266936 9.89971918250368 9.91908281771051 9.9320741760304 9.94349029112304
"Prrg4" 8.95759259477162 9.01183561201525 9.05041413895893 9.08050380354159 9.10311253770879 9.12801050969241 9.14696015318055 9.16522271932814 9.28361735669684 9.35076738535049 9.39839319410579 9.43826698142264
